"reported_name","Original","Genus","Family","Order","Dispersal_syndrome","Growth_form","Seed_weight_(mg)","Seed_release_height_(m)","Seed_terminal_velocity_(m/s)","Maximum_recorded_dispersal_distance_(m)","99th_percentile_dispersal_distance_(m)","90th_percentile_dispersal_distance_(m)","Mean_dispersal_distance_(m)","Mode_dispersal_distance_(m)","Median_dispersal_distance_(m)","Maximum_dispersal_distance_(m)","Calculated_maximum_dispersal_distance_(m)","Maximum_dispersal_distance_analysis_(m)","Data_type","Region","Reference","genus","species","subspecies","genus_species","reported_name_fixed","scientificName","kingdom","phylum","class","order","family","db","db_code"
"Quercus ilex",NA,"Quercus","Fagaceae","Fagales","animal","tree",2311,NA,NA,545.5,NA,149.6,68.6,NA,49.15,545.5,NA,545.5,"field","temperate","Pons & Pausas 2007","Quercus","ilex",NA,"Quercus ilex","Quercus ilex","Quercus ilex","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2879098"
"Quercus suber",NA,"Quercus","Fagaceae","Fagales","animal","tree",3469,NA,NA,545.5,NA,149.6,68.6,NA,49.15,545.5,NA,545.5,"field","temperate","Pons & Pausas 2007","Quercus","suber",NA,"Quercus suber","Quercus suber","Quercus suber","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2879411"
"Rhamnus alaternus",NA,"Rhamnus","Rhamnaceae","Rosales","ant","tree",90.29,NA,NA,25,NA,NA,0.01,1,NA,25,NA,25,"field","temperate","G—mez et al. 2003","Rhamnus","alaternus",NA,"Rhamnus alaternus","Rhamnus alaternus","Rhamnus alaternus","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rhamnaceae","gbif","GBIF:6371424"
"Aegopodium podagraria",NA,"Aegopodium","Apiaceae","Apiales","wind (none)","herb",2.23,1.2,4.32,1,NA,NA,NA,NA,0.58,1,NA,1,"model","temperate","Jongejans & Telenius 2001","Aegopodium","podagraria",NA,"Aegopodium podagraria","Aegopodium podagraria","Aegopodium podagraria","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","gbif","GBIF:3034620"
"Aethusa cynapium",NA,"Aethusa","Apiaceae","Apiales","wind (none)","herb",0.81,NA,2.48,2,NA,NA,NA,NA,0.72,2,NA,2,"model","temperate","Jongejans & Telenius 2001","Aethusa","cynapium",NA,"Aethusa cynapium","Aethusa cynapium","Aethusa cynapium","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","gbif","GBIF:5371825"
"Agrimonia eupatoria",NA,"Agrimonia","Rosaceae","Rosales","animal","herb",18.1,1,4.07,932,NA,NA,NA,NA,NA,932,NA,932,"model","temperate","Kivieniemi 1996 in Kiviniemi & Telenius 1998","Agrimonia","eupatoria",NA,"Agrimonia eupatoria","Agrimonia eupatoria","Agrimonia eupatoria","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","gbif","GBIF:3001956"
"Angelica sylvestris",NA,"Angelica","Apiaceae","Apiales","wind (special)","herb",1.93,2.1,1.53,3.8,NA,NA,NA,NA,2.29,3.8,NA,3.8,"model","temperate","Jongejans & Telenius 2001","Angelica","sylvestris",NA,"Angelica sylvestris","Angelica sylvestris","Angelica sylvestris","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","gbif","GBIF:5371818"
"Anthriscus sylvestris",NA,"Anthriscus","Apiaceae","Apiales","animal","herb",5.18,1.58,NA,120,NA,NA,NA,NA,NA,120,NA,120,"model","temperate","Kivieniemi & Eriksson (unpubl.) in Kiviniemi & Telenius 1998","Anthriscus","sylvestris",NA,"Anthriscus sylvestris","Anthriscus sylvestris","Anthriscus sylvestris","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","gbif","GBIF:5371742"
"Calestania palustris","Peucedanum palustre","Calestania","Apiaceae","Apiales","wind (special)","herb",1.99,1.5,1.84,2.3,NA,NA,NA,NA,1.31,2.3,NA,2.3,"model","temperate","Jongejans & Telenius 2001","Calestania","palustris",NA,"Calestania palustris","Calestania palustris","Thysselinum palustre","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","gbif","GBIF:3634395"
"Carum carvi",NA,"Carum","Apiaceae","Apiales","animal","herb",2.37,0.8,NA,120,NA,NA,NA,NA,NA,120,NA,120,"model","temperate","Kivieniemi & Eriksson (unpubl.) in Kiviniemi & Telenius 1998","Carum","carvi",NA,"Carum carvi","Carum carvi","Carum carvi","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","gbif","GBIF:3034714"
"Daucus carota",NA,"Daucus","Apiaceae","Apiales","animal","herb",1,1,2.21,17,NA,NA,NA,NA,NA,17,NA,17,"model","temperate","Kiviniemi & Telenius 1998","Daucus","carota",NA,"Daucus carota","Daucus carota","Daucus carota","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","gbif","GBIF:3034742"
"Filipendula vulgaris",NA,"Filipendula","Rosaceae","Rosales","animal","herb",0.59,0.71,2.07,240,NA,NA,NA,NA,NA,240,NA,240,"model","temperate","Kivieniemi & Eriksson (unpubl.) in Kiviniemi & Telenius 1998","Filipendula","vulgaris",NA,"Filipendula vulgaris","Filipendula vulgaris","Filipendula vulgaris","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","gbif","GBIF:2988069"
"Geum rivale",NA,"Geum","Rosaceae","Rosales","animal","herb",1.16,1.02,NA,1242,NA,NA,NA,NA,NA,1242,NA,1242,"model","temperate","Kivieniemi 1996 in Kiviniemi & Telenius 1998","Geum","rivale",NA,"Geum rivale","Geum rivale","Geum rivale","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","gbif","GBIF:5369701"
"Heracleum sphondylium",NA,"Heracleum","Apiaceae","Apiales","wind (special)","herb",3.47,1.5,1.51,6.2,NA,NA,NA,NA,3.12,6.2,NA,6.2,"model","temperate","Jongejans & Telenius 2001","Heracleum","sphondylium",NA,"Heracleum sphondylium","Heracleum sphondylium","Heracleum sphondylium","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","gbif","GBIF:3034830"
"Laserpitium latifolium",NA,"Laserpitium","Apiaceae","Apiales","wind (special)","herb",6.36,1.5,2.29,2.8,NA,NA,NA,NA,1.9,2.8,NA,2.8,"model","temperate","Jongejans & Telenius 2001","Laserpitium","latifolium",NA,"Laserpitium latifolium","Laserpitium latifolium","Laserpitium latifolium","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","gbif","GBIF:6026401"
"Myrrhis odorata",NA,"Myrrhis","Apiaceae","Apiales","wind (none)","herb",52.47,NA,4.94,2,NA,NA,NA,NA,0.65,2,NA,2,"model","temperate","Jongejans & Telenius 2001","Myrrhis","odorata",NA,"Myrrhis odorata","Myrrhis odorata","Myrrhis odorata","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","gbif","GBIF:3034681"
"Oxalis acetosella",NA,"Oxalis","Oxalidaceae","Oxalidales","ballistic","herb",0.94,0.16,NA,4.52,NA,NA,2.04,NA,2.06,4.52,NA,4.52,"field","temperate","Berg 2000","Oxalis","acetosella",NA,"Oxalis acetosella","Oxalis acetosella","Oxalis acetosella","Plantae","Tracheophyta","Magnoliopsida","Oxalidales","Oxalidaceae","gbif","GBIF:8211958"
"Pastinaca sativa",NA,"Pastinaca","Apiaceae","Apiales","wind (special)","herb",3.12,1,2.06,13.9,NA,NA,NA,NA,3.05,13.9,NA,13.9,"model","temperate","Jongejans & Telenius 2001","Pastinaca","sativa",NA,"Pastinaca sativa","Pastinaca sativa","Pastinaca sativa","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","gbif","GBIF:8262702"
"Polygala vulgaris",NA,"Polygala","Polygalaceae","Fabales","animal","herb",1.96,0.2,NA,240,NA,NA,NA,NA,NA,240,NA,240,"model","temperate","Kivieniemi & Eriksson (unpubl.) in Kiviniemi & Telenius 1998","Polygala","vulgaris",NA,"Polygala vulgaris","Polygala vulgaris","Polygala vulgaris","Plantae","Tracheophyta","Magnoliopsida","Fabales","Polygalaceae","gbif","GBIF:3191374"
"Potentilla reptans",NA,"Potentilla","Rosaceae","Rosales","animal","herb",0.33,0.2,2.72,7,NA,NA,NA,NA,NA,7,NA,7,"model","temperate","Kiviniemi & Telenius 1998","Potentilla","reptans",NA,"Potentilla reptans","Potentilla reptans","Potentilla reptans","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","gbif","GBIF:5367273"
"Ranunculus acris",NA,"Ranunculus","Ranunculaceae","Ranunculales","animal","herb",1.38,1.24,3.19,300,NA,NA,NA,NA,NA,300,NA,300,"model","temperate","Kivieniemi & Eriksson (unpubl.) in Kiviniemi & Telenius 1998","Ranunculus","acris",NA,"Ranunculus acris","Ranunculus acris","Ranunculus acris","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","gbif","GBIF:3033363"
"Sanicula elata","Sanicula europaea","Sanicula","Apiaceae","Apiales","animal","herb",2.65,0.45,NA,15,NA,NA,NA,NA,NA,15,NA,15,"model","temperate","Kiviniemi & Telenius 1998","Sanicula","elata",NA,"Sanicula elata","Sanicula elata","Sanicula elata","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","gbif","GBIF:3639353"
"Selinum carvifolia",NA,"Selinum","Apiaceae","Apiales","wind (special)","herb",1.29,0.9,2.1,2,NA,NA,NA,NA,0.79,2,NA,2,"model","temperate","Jongejans & Telenius 2001","Selinum","carvifolia",NA,"Selinum carvifolia","Selinum carvifolia","Selinum carvifolia","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","gbif","GBIF:5371781"
"Seseli libanotis",NA,"Seseli","Apiaceae","Apiales","animal","herb",0.96,1.2,NA,3,NA,NA,NA,NA,NA,3,NA,3,"model","temperate","Kiviniemi & Telenius 1998","Seseli","libanotis",NA,"Seseli libanotis","Seseli libanotis","Seseli libanotis","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","gbif","GBIF:3034133"
"Torilis japonica",NA,"Torilis","Apiaceae","Apiales","animal","herb",1.24,1.2,NA,15,NA,NA,NA,NA,NA,15,NA,15,"model","temperate","Kiviniemi & Telenius 1998","Torilis","japonica",NA,"Torilis japonica","Torilis japonica","Torilis japonica","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","gbif","GBIF:3034820"
"Triglochin palustris",NA,"Triglochin","Juncaginaceae","Alismatales","animal","herb",0.88,0.4,1.76,1242,NA,NA,NA,NA,NA,1242,NA,1242,"model","temperate","Kivieniemi 1996 in Kiviniemi & Telenius 1998","Triglochin","palustris",NA,"Triglochin palustris","Triglochin palustris","Triglochin palustris","Plantae","Tracheophyta","Liliopsida","Alismatales","Juncaginaceae","gbif","GBIF:2865280"
"Abies alba",NA,"Abies","Pinaceae","Pinales","wind (special)","tree",68.7,50,NA,7000,NA,NA,NA,NA,NA,7000,NA,7000,"field","temperate","Bouget & Davy de Virville 1926 in MŸller-Schneider 1983 in Vittoz & Engler 2007","Abies","alba",NA,"Abies alba","Abies alba","Abies alba","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif","GBIF:2685484"
"Acer pseudoplatanus",NA,"Acer","Sapindaceae","Sapindales","wind (special)","tree",97,25,1.04,5000,NA,NA,NA,NA,NA,5000,NA,5000,"field","temperate","Braun-Blanquet 1913 in MŸller-Schneider 1986 in Vittoz & Engler 2007","Acer","pseudoplatanus",NA,"Acer pseudoplatanus","Acer pseudoplatanus","Acer pseudoplatanus","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Sapindaceae","gbif","GBIF:3189870"
"Achillea erba-rotta subsp. moschata",NA,"Achillea","Asteraceae","Asterales","wind (none)","herb",0.23,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,"model","temperate","Stšcklin & BŠumler 1996","Achillea","erba-rotta","subsp. moschata","Achillea erba-rotta","Achillea erba-rotta","Achillea erba-rotta","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:9536147"
"Achillea nana",NA,"Achillea","Asteraceae","Asterales","wind (none)","herb",NA,NA,NA,4,NA,NA,NA,NA,NA,4,NA,4,"model","temperate","Stšcklin & BŠumler 1996","Achillea","nana",NA,"Achillea nana","Achillea nana","Achillea nana","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:8714852"
"Adenostyles leucophylla",NA,"Adenostyles","Asteraceae","Asterales","wind (special)","herb",NA,NA,NA,85,NA,NA,NA,NA,NA,85,NA,85,"model","temperate","Stšcklin & BŠumler 1996","Adenostyles","leucophylla",NA,"Adenostyles leucophylla","Adenostyles leucophylla","Adenostyles leucophylla","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3133716"
"Agrostis rupestris",NA,"Agrostis","Poaceae","Poales","wind (special)","herb",NA,0.1,NA,1,NA,NA,NA,NA,NA,1,NA,1,"model","temperate","Stšcklin & BŠumler 1996","Agrostis","rupestris",NA,"Agrostis rupestris","Agrostis rupestris","Agrostis rupestris","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:2706525"
"Allium ursinum",NA,"Allium","Amaryllidaceae","Asparagales","ant","herb",5.6,0.5,NA,4.61,NA,NA,NA,NA,NA,4.61,NA,4.61,"field","temperate","MŸller-Schneider 1971 in Vittoz & Engler 2007","Allium","ursinum",NA,"Allium ursinum","Allium ursinum","Allium ursinum","Plantae","Tracheophyta","Liliopsida","Asparagales","Amaryllidaceae","gbif","GBIF:2857601"
"Alnus viridis",NA,"Alnus","Betulaceae","Fagales","wind (special)","tree",25.6,4,NA,70,NA,NA,NA,NA,NA,70,NA,70,"model","temperate","Stšcklin & BŠumler 1996","Alnus","viridis",NA,"Alnus viridis","Alnus viridis","Alnus alnobetula","Plantae","Tracheophyta","Magnoliopsida","Fagales","Betulaceae","gbif","GBIF:8956987"
"Arabis alpina",NA,"Arabis","Brassicaceae","Brassicales","wind (none)","herb",0.3,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,"model","temperate","Stšcklin & BŠumler 1996","Arabis","alpina",NA,"Arabis alpina","Arabis alpina","Arabis alpina","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","gbif","GBIF:5375020"
"Bromus tectorum",NA,"Bromus","Poaceae","Poales","animal","herb",3.3,0.45,2.44,6300,NA,NA,NA,NA,NA,6300,NA,6300,"field","temperate","Mack 1986 in Malcolm et al. 2002 in Vittoz & Engler 2007","Bromus","tectorum",NA,"Bromus tectorum","Bromus tectorum","Bromus tectorum","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:2703746"
"Cardamine amara",NA,"Cardamine","Brassicaceae","Brassicales","ballistic","herb",NA,0.6,NA,1.4,NA,NA,NA,NA,NA,1.4,NA,1.4,"field","temperate","Schneider 1935 in Vittoz & Engler 2007","Cardamine","amara",NA,"Cardamine amara","Cardamine amara","Cardamine amara","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","gbif","GBIF:3046044"
"Cardamine impatiens",NA,"Cardamine","Brassicaceae","Brassicales","ballistic","herb",0.19,0.85,NA,2,NA,NA,NA,NA,NA,2,NA,2,"field","temperate","Schneider 1935 in Vittoz & Engler 2007","Cardamine","impatiens",NA,"Cardamine impatiens","Cardamine impatiens","Cardamine impatiens","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","gbif","GBIF:3046187"
"Cardamine pratensis",NA,"Cardamine","Brassicaceae","Brassicales","ballistic","herb",0.6,0.6,2.98,2.4,NA,NA,NA,NA,NA,2.4,NA,2.4,"field","temperate","Schneider 1935 in Vittoz & Engler 2007","Cardamine","pratensis",NA,"Cardamine pratensis","Cardamine pratensis","Cardamine pratensis","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","gbif","GBIF:7972010"
"Cardamine resedifolia",NA,"Cardamine","Brassicaceae","Brassicales","ballistic","herb",NA,0.15,NA,1.04,NA,NA,NA,NA,NA,1.04,NA,1.04,"field","temperate","Schneider 1935 in Vittoz & Engler 2007","Cardamine","resedifolia",NA,"Cardamine resedifolia","Cardamine resedifolia","Cardamine resedifolia","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","gbif","GBIF:3045872"
"Carex frigida",NA,"Carex","Cyperaceae","Poales","wind (special)","herb",0.31,0.4,NA,1,NA,NA,NA,NA,NA,1,NA,1,"model","temperate","Stšcklin & BŠumler 1996","Carex","frigida",NA,"Carex frigida","Carex frigida","Carex frigida","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae","gbif","GBIF:2724503"
"Cerastium arvense",NA,"Cerastium","Caryophyllaceae","Caryophyllales","wind (none)","herb",0.21,0.3,2.48,1,NA,NA,NA,NA,NA,1,NA,1,"model","temperate","Stšcklin & BŠumler 1996","Cerastium","arvense",NA,"Cerastium arvense","Cerastium arvense","Cerastium arvense","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","gbif","GBIF:3085433"
"Cerastium pedunculatum",NA,"Cerastium","Caryophyllaceae","Caryophyllales","wind (none)","herb",0.27,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,"model","temperate","Stšcklin & BŠumler 1996","Cerastium","pedunculatum",NA,"Cerastium pedunculatum","Cerastium pedunculatum","Cerastium pedunculatum","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","gbif","GBIF:8293072"
"Chelidonium majus",NA,"Chelidonium","Papaveraceae","Ranunculales","ant","herb",0.74,0.7,NA,80,NA,NA,NA,NA,NA,80,NA,80,"field","temperate","Senander 1906 in Bonn & Poschold 1998 in Vittoz & Engler 2007","Chelidonium","majus",NA,"Chelidonium majus","Chelidonium majus","Chelidonium majus","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Papaveraceae","gbif","GBIF:5334186"
"Cirsium spinosissimum",NA,"Cirsium","Asteraceae","Asterales","wind (special)","herb",NA,0.6,NA,30,NA,NA,NA,NA,NA,30,NA,30,"model","temperate","Stšcklin & BŠumler 1996","Cirsium","spinosissimum",NA,"Cirsium spinosissimum","Cirsium spinosissimum","Cirsium spinosissimum","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:8322056"
"Clandestina clandestina","Lathraea clandestina","Clandestina","Orobanchaceae","Lamiales","ballistic","herb",NA,NA,NA,4,NA,NA,NA,NA,NA,4,NA,4,"field","temperate","Guttenberg 1926 in MŸller-Schneider 1983 in Vittoz & Engler 2007","Clandestina","clandestina",NA,"Clandestina clandestina","Clandestina clandestina","Lathraea clandestina","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Orobanchaceae","gbif","GBIF:3738544"
"Corylus avellana",NA,"Corylus","Betulaceae","Fagales","animal","shrub",1192.3,6,NA,15000,NA,NA,NA,NA,NA,15000,NA,15000,"field","temperate","Mattes 1982 in Vittoz & Engler 2007","Corylus","avellana",NA,"Corylus avellana","Corylus avellana","Corylus avellana","Plantae","Tracheophyta","Magnoliopsida","Fagales","Betulaceae","gbif","GBIF:2875979"
"Daphne striata",NA,"Daphne","Thymelaeaceae","Malvales","ant","herb",NA,0.35,NA,6.38,NA,NA,NA,NA,NA,6.38,NA,6.38,"field","temperate","MŸller-Schneider 1963 in Vittoz & Engler 2007","Daphne","striata",NA,"Daphne striata","Daphne striata","Daphne striata","Plantae","Tracheophyta","Magnoliopsida","Malvales","Thymelaeaceae","gbif","GBIF:5523875"
"Epilobium fleischeri",NA,"Epilobium","Onagraceae","Myrtales","wind (special)","herb",0.13,0.4,NA,50,NA,NA,NA,NA,NA,50,NA,50,"model","temperate","Stšcklin & BŠumler 1996","Epilobium","fleischeri",NA,"Epilobium fleischeri","Epilobium fleischeri","Chamaenerion fleischeri","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Onagraceae","gbif","GBIF:3666407"
"Eranthis hyemalis",NA,"Eranthis","Ranunculaceae","Ranunculales","wind (none)","herb",4.52,0.15,NA,1.23,NA,NA,NA,NA,0.32,1.23,NA,1.23,"field","temperate","Emig et al. 1999 in Vittoz & Engler 2007","Eranthis","hyemalis",NA,"Eranthis hyemalis","Eranthis hyemalis","Eranthis hyemalis","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","gbif","GBIF:3033227"
"Erigeron acer",NA,"Erica","Asteraceae","Ericales","wind (special)","herb",NA,0.6,0.35,75,NA,NA,NA,NA,NA,75,NA,75,"model","temperate","Stšcklin & BŠumler 1996","Erigeron","acer",NA,"Erigeron acer","Erigeron acer","Erigeron acer","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3147223"
"Erigeron acris subsp. angulosus","Erigeron angulosus","Erigeron","Asteraceae","Asterales","wind (special)","herb",NA,0.6,0.35,75,NA,NA,NA,NA,NA,75,NA,75,"model","temperate","Stšcklin & BŠumler 1996","Erigeron","acris","subsp. angulosus","Erigeron acris","Erigeron acris","Erigeron acris","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3147080"
"Fagus sylvatica",NA,"Fagus","Fagaceae","Fagales","animal","tree",249,40,NA,32,NA,NA,NA,NA,NA,32,NA,32,"field","temperate","MŸller-Schneider 1949 in Vittoz & Engler 2007","Fagus","sylvatica",NA,"Fagus sylvatica","Fagus sylvatica","Fagus sylvatica","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2882316"
"Fraxinus excelsior",NA,"Fraxinus","Oleaceae","Lamiales","wind (special)","tree",69.4,40,2.17,725,NA,NA,NA,NA,NA,725,NA,725,"field","temperate","Geiger 1960 in MŸlller-Schneider 1986 in Vittoz & Engler 2007","Fraxinus","excelsior",NA,"Fraxinus excelsior","Fraxinus excelsior","Fraxinus excelsior","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Oleaceae","gbif","GBIF:3172358"
"Geranium rotundifolium",NA,"Geranium","Geraniaceae","Geraniales","ballistic","herb",1.87,0.3,NA,1.8,NA,NA,NA,NA,NA,1.8,NA,1.8,"field","temperate","MŸller-Schneider 1933 in MŸller-Schneider 1983 in Vittoz & Engler 2007","Geranium","rotundifolium",NA,"Geranium rotundifolium","Geranium rotundifolium","Geranium rotundifolium","Plantae","Tracheophyta","Magnoliopsida","Geraniales","Geraniaceae","gbif","GBIF:2891031"
"Geranium sylvaticum",NA,"Geranium","Geraniaceae","Geraniales","ballistic","herb",5.1,0.73,2.49,2.7,NA,NA,NA,NA,NA,2.7,NA,2.7,"field","temperate","MŸller-Schneider 1983 in Vittoz & Engler 2007","Geranium","sylvaticum",NA,"Geranium sylvaticum","Geranium sylvaticum","Geranium sylvaticum","Plantae","Tracheophyta","Magnoliopsida","Geraniales","Geraniaceae","gbif","GBIF:2891147"
"Geranium robertianum",NA,"Geranium","Geraniaceae","Geraniales","ballistic","herb",1.5,0.4,3.07,6,NA,NA,NA,NA,NA,6,NA,6,"field","temperate","Ridley 1930 in MŸller-Schneider 1983 in Vittoz & Engler 2007","Geranium","robertianum",NA,"Geranium robertianum","Geranium robertianum","Geranium robertianum","Plantae","Tracheophyta","Magnoliopsida","Geraniales","Geraniaceae","gbif","GBIF:2890668"
"Geum reptans",NA,"Geum","Rosaceae","Rosales","wind (special)","herb",NA,0.15,NA,4,NA,NA,NA,NA,NA,4,NA,4,"model","temperate","Stšcklin & BŠumler 1996","Geum","reptans",NA,"Geum reptans","Geum reptans","Geum reptans","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","gbif","GBIF:5369670"
"Helianthus annuus",NA,"Helianthus","Asteraceae","Asterales","animal","herb",42.8,3,NA,NA,NA,NA,NA,20,NA,NA,118.9087,118.9087,"field","temperate","MŸller-Schneider 1949 in Vittoz & Engler 2007","Helianthus","annuus",NA,"Helianthus annuus","Helianthus annuus","Helianthus annuus","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:9206251"
